SKILL_20150317_000001	Атака	
SKILL_20150918_005198	Увеличивает урон нанесенный противнику от [Shield Bash] на 1% за каждый уровень.
SKILL_20150918_005199	High Kick: Enhance
SKILL_20150918_005200	Увеличивает урон нанесенный противнику от [High Kick] на 1% за каждый уровень.
SKILL_20150918_005201	Earth Wave: Remove Knockdown
SKILL_20150918_005202	[Earth Wave] no longer knocks enemies down. (Only applies if the attribute is set to ON)
SKILL_20150918_005203	Steed Charge: Remove Knockdown
SKILL_20150918_005204	[Steed Charge] no longer knocks enemies down. (Only applies if the attribute is set to ON)
SKILL_20150918_005205	Doom Spike
SKILL_20150918_005206	[Doom Spike] no longer knocks enemies down. (Only applies if the attribute is set to ON)
SKILL_20150918_005207	Increases the count of [Weapon Maintenance] by 20 per attribute level.
SKILL_20150918_005208	Increases the count of [Armor Maintenance] by 5 per attribute level.
SKILL_20150918_005209	Dust Devil: Enhance
SKILL_20150918_005210	Увеличивает урон нанесенный противнику от [Dust Devil] на 1% за каждый уровень.
SKILL_20150918_005211	Hexen Dropper: Enhance
SKILL_20150918_005212	Увеличивает урон нанесенный противнику от [Hexen Dropper] на 1% за каждый уровень.
SKILL_20150918_005213	Deals additional damage equal to 50% magic attack per attribute level when attacking an enemy under [Sleep] with [Energy Bolt].
SKILL_20150918_005214	Increases magic damage на 10% за каждый уровень when [Quick Cast] активен.
SKILL_20150918_005215	Deals damage equal to 100% magic attack to enemies just when the link from [Unbind] is about to disconnect. Increases на 10% за каждый уровень from Ур. 2. 
SKILL_20150918_005216	Evocation: Enhance
SKILL_20150918_005217	Увеличивает урон нанесенный противнику от [Evocation] на 1% за каждый уровень.
SKILL_20150918_005218	Multi Shot: Critical
SKILL_20150918_005219	When equipped with a [Two-handed Bow], adds 20% additional damage of physical attack against airborne monsters.
SKILL_20150918_005220	Increases your critical rate на 5% за каждый уровень when [Swift Step] активен.
SKILL_20150918_005221	Multi Shot: Quick Charging
SKILL_20150918_005222	Decreases the charging time of [Multi Shot] by half.
SKILL_20150918_005223	Spiral Arrow: Critical
SKILL_20150918_005224	Increases the critical chance of [Spiral Arrow] на 10% за каждый уровень.
SKILL_20150918_005225	Spiral Arrow: Enhance
SKILL_20150918_005226	Увеличивает урон нанесенный противнику от [Spiral Arrow] на 1% за каждый уровень.
SKILL_20150918_005227	Stake Stockades: Enhance
SKILL_20150918_005228	Увеличивает урон нанесенный противнику от [Stake Stockades] на 1% за каждый уровень.
SKILL_20150918_005229	Increases the Companion's movement speed of [Praise] на 5% за каждый уровень.
SKILL_20150918_005230	Rush Dog: Stun
SKILL_20150918_005231	Enemies attacked with [Rush Dog] have a 10% chance per attribute level to be afflicted with [Stun] for 6 seconds.
SKILL_20150918_005232	Deals additional damage equal to 50% physical attack to the next used attacking skill during [Cloaking].
SKILL_20150918_005233	Cloaking: Increased Movement Speed
SKILL_20150918_005234	Increases the movement speed of [Cloaking] by 1 per attribute level.
SKILL_20150918_005235	Feint: Back Roll
SKILL_20150918_005236	Increases the chance by 15% per attribute level of enemies turning around when using [Feint]
SKILL_20150918_005237	Deals 10% additional damage to Plant-type monsters when equipped with a [Blunt] type weapon.
SKILL_20150918_005238	Deals damage equal to 50% of physical attack to enemies knocked into the air by [Smite], on landing. (This effect only activates when the attribute is ON)
SKILL_20150918_005239	Conversion: Might Enhance
SKILL_20150918_005240	Increases the monster's physical attack converted with [Conversion] equal to 50% of the character's STR.
SKILL_20150918_005241	Conviction: Enhance
SKILL_20150918_005242	Увеличивает урон нанесенный противнику от [Conviction] на 1% за каждый уровень.
SKILL_20150918_005243	Enemies hit by [Hand Knife] have a 40% chance to be afflicted with [Armor Break] for 7 seconds. Increases the chance by 10% per attribute level from Lv2. 
SKILL_20150918_005244	Ур. 3 of Swell Left Arm: Enhance required
SKILL_20151001_005245	{#DD5500}{ol}[Физическая] - [Slash]{/}{/}{nl}Raises your sword and smashes the area around the center of the body. Deals additional damage on medium and large-type enemies according to how much their defense has been decreased by Skull Swing.
SKILL_20151001_005246	{#DD5500}{ol}[Физическая] - [Slash]{/}{/}{nl}Release a strong attack on enemies by spinning your body. Increases your critical rate when the attack lands and deals additional damage to a stunned enemy.
SKILL_20151001_005247	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}+50 Critical Rate{nl}AoE Атака Ratio: #{SkillSR}#
SKILL_20151001_005248	Flame Ground
SKILL_20151001_005249	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Creates a magic circle of flames at a targeted area. Deals continuous flame damage to enemies within the magic circle.
SKILL_20151001_005250	Freezing Sphere
SKILL_20151001_005251	Frost Cloud{nl}[Морозное Облако]
SKILL_20151001_005252	{#993399}{ol}[Магическая] - [Лёд]{/}{/}{nl}Создает магический круг of ice at a targeted area. Deals continuous ice damage to enemies in the магический круг.
SKILL_20151001_005253	Corpse Tower Длительность: #{CaptionRatio}# секунд{nl}Блокирует Раз: #{CaptionTime}#{nl}Расходует #{CaptionRatio2}# Corpse(s)
SKILL_20151001_005254	Split Arrow
SKILL_20151001_005255	{#DD5500}{ol}[Физическая] - [Протыкание]{/}{/}{nl}Deals damage to two nearby enemies with a bouncing arrow once an attack lands.
SKILL_20151001_005256	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Bounced Arrow Атака: #{CaptionRatio2}#%
SKILL_20151001_005257	Temporarily увеличивается the skill levels of you and your party members by 1.
SKILL_20151001_005258	Applies for #{SkillFactor}# Skill Uses{nl}Длительность: 60 секунд
SKILL_20151001_005259	Spirit Barrier
SKILL_20151001_005260	Deals magic damage in Out of Body by drawing a barrier.
SKILL_20151001_005261	Повышает Критический Шанс. 
SKILL_20151001_005262	Быстрое Чтение Заклинаний.
SKILL_20151001_005263	Увеличивает Магическую Атаку.
SKILL_20151001_005264	Allows you to equip [Cloth] armor.{nl}When equipped with 3 or more pieces of [Cloth] armor, increases your maximum SP and magic damage taken is decreased by 5%.{nl} {nl}When equipped with 4 [Cloth] armor pieces, your Magic Defense increases and magic damage taken is decreased by an additional 10%.
SKILL_20151001_005265	Allows you to equip [Plate] armor.{nl}When equipped with 3 or more pieces of [Plate] armor, increases your maximum HP and physical damage taken is decreased by 5%.{nl} {nl}When equipped with 4 [Plate] armor pieces, your maximum Stamina increases and physical damage taken is decreased by an additional 10%.
SKILL_20151001_005266	Provoke
SKILL_20151001_005267	Increases provocation when enemies attack by 50% per attribute level.
SKILL_20151001_005268	Flame Ground: Enhance
SKILL_20151001_005269	Увеличивает урон нанесенный противнику от [Flame Ground] на 1% за каждый уровень.
SKILL_20151001_005270	Frost Cloud: Enhance
SKILL_20151001_005271	Увеличивает урон нанесенный противнику от [Frost Cloud] на 1% за каждый уровень.
SKILL_20151001_005272	Create Shoggoth: Enhance
SKILL_20151001_005273	Увеличивает атаку of the summoned Shoggoth by 1 per attribute level.
SKILL_20151001_005274	Corpse Tower: Enhance
SKILL_20151001_005275	Увеличивает атаку of the summoned Corpse Tower by 1 per attribute level.
SKILL_20151001_005276	Raise Dead: Enhance
SKILL_20151001_005277	Увеличивает атаку of the summoned Skeleton Soldier by 1 per attribute level.
SKILL_20151001_005278	Создает Shoggoth: Enlargement
SKILL_20151001_005279	Increases the chance of enlarging the size and maximum HP of the summoned Shoggoth на 1% за каждый уровень.
SKILL_20151001_005280	Combustion: Using Silver
SKILL_20151001_005281	Creates an explosion using 200 silver when there are no nearby dropped items.
SKILL_20151001_005282	Deals 20% additional damage to Flying-type monsters when equipped with a [Two-handed Bow].
SKILL_20151001_005283	Crossbow Mastery
SKILL_20151001_005284	Ignores enemy defense на 5% за каждый уровень when equipped with a [One-handed Bow].
SKILL_20151001_005285	Decreases the time of the first rotation by 0.3 seconds and increases the number of rotations for [Broom Trap] by 0.8 per attribute level.
SKILL_20151001_005286	Increases the movement speed of your companion from [Praise] by 1 per attribute level.
SKILL_20151001_005287	Split Arrow: Enhance
SKILL_20151001_005288	Увеличивает урон нанесенный противнику от [Split Arrow] на 1% за каждый уровень.
SKILL_20151001_005289	Deals damage equal to 100% magic attack to nearby Devil-type monsters when using [Divine Might].
SKILL_20151001_005290	Corsair 2nd Circle required
SKILL_20151001_005291	Ур. 2 Создает Shoggoth required
SKILL_20151016_005292	Critical Chance: +#{CaptionRatio}#{nl}Block: +#{SkillFactor}#% {nl}Уклонение: -#{CaptionRatio2}#{nl}Длительность: #{CaptionTime}# секунд
SKILL_20151016_005293	Spear Lunge
SKILL_20151016_005294	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Stab an enemy in front of you to make it more vulnerable to [Pierce] attacks.
SKILL_20151016_005295	Attack: #{SkillAtkAdd}#{nl}Attribute Damage #{CaptionRatio}#%{nl}Duration 6 Secs
SKILL_20151016_005296	Special Formation
SKILL_20151016_005297	Creates a formation which brings squad members together. The skill cooldown time of the squad members that entered into the formation will be reduced in half. Duration will increase by Skill Level, and the number of members in the squad.
SKILL_20151016_005298	Cooldown time reduced by 50%{nl}Minimum/Maximum Duration: #{CaptionRatio}# seconds ~ #{CaptionRatio2}# seconds
SKILL_20151016_005299	Summon Carriage
SKILL_20151016_005300	{#993399}{ol}[Магическая]{/}{/}{nl}Создает gravity field in front of you in a line that pulls nearby enemies into it.
SKILL_20151016_005301	{#993399}{ol}[Магическая] - [Лёд]{/}{/}{nl}Damages an enemy by throwing an Ice Sphere.
SKILL_20151016_005302	Cannon Shot
SKILL_20151016_005303	Shootdown
SKILL_20151016_005304	Siege Burst
SKILL_20151016_005305	Cannon Blast
SKILL_20151016_005306	{#993399}{ol}[Magic]{/}{/}{nl}Carve an Owl Sculpture to protect yourself from the attacks of enemies in front of you.
SKILL_20151016_005307	Nullifies all magic near you.
SKILL_20151016_005308	 Cooldown time of the skill will be reduced in half.
SKILL_20151016_005309	Spear Lunge
SKILL_20151016_005310	The enemy is weak against Thrust type attacks.
SKILL_20151016_005311	Wide Range Атака Rate Increases
SKILL_20151016_005312	Wide Range Атака Rate Increases
SKILL_20151016_005313	Orb Summon Debuff
SKILL_20151016_005314	Dagger Mastery: Sudden Атака
SKILL_20151016_005315	Deals 2.5% additional damage per attribute level when attacking an enemy from behind with a dagger.
SKILL_20151016_005316	Use Rapiers
SKILL_20151016_005317	Позволяет оборудовать тип оружия [Rapier] weapon type.
SKILL_20151016_005318	Max Mass увеличивается
SKILL_20151016_005319	Increases the maximum weight you can carry in your inventory by 20.
SKILL_20151016_005320	Companion Mastery: Tenacity
SKILL_20151016_005321	Companion's stamina consuming speed will be reduced.
SKILL_20151016_005322	Companion First Aid
SKILL_20151016_005323	When the HP of your companion is less than 50%, it will activate the [First Aid] effect and continuously recover HP. [First Aid] cannot be used for another 10 minutes after it has been activated.
SKILL_20151016_005324	Shield Mastery: Block
SKILL_20151016_005325	Increases your block by 5% per attribute level when equipped with a [Shield].
SKILL_20151016_005326	Two-handed Sword Mastery: Critical Атака
SKILL_20151016_005327	Skull Swing: Remove Knockback
SKILL_20151016_005328	[Skull Swing] does not push away enemies anymore. (Only applies if the attribute is set to ON)
SKILL_20151016_005329	Spear Lunge: Enhance
SKILL_20151016_005330	Увеличивает урон нанесенный противнику от [Spear Lunge] на 1% за каждый уровень.
SKILL_20151016_005331	Two-handed Spear Mastery: Penetration
SKILL_20151016_005332	Increases your block penetration на 10% за каждый уровень when equipped with a [Two-handed Spear]
SKILL_20151016_005333	Rapier Master: Pierce
SKILL_20151016_005334	Increases your [Протыкание] damage на 5% за каждый уровень when equipped with a [Rapier]. (Does not apply to basic attacks)
SKILL_20151016_005335	Increases the character's Fire property attack by 3 per attribute level when equipped with a [Staff].
SKILL_20151016_005336	Subzero Shield: Counterattack Enhance
SKILL_20151016_005337	While equipped with a shield when [Subzero Shield] is active, there is an increase in counter attack damage based on your shield's defense. Counter attack damage is enhanced by 50% per attribute level.
SKILL_20151016_005338	Shield Mastery: Enchant
SKILL_20151016_005339	Increases magic defense and Ice property resistance equal to 25% of your equipped [Shield]'s defense per attribute level.
SKILL_20151016_005340	Freezing Sphere: Enhance
SKILL_20151016_005341	Увеличивает урон нанесенный противнику от [Freezing Sphere] на 1% за каждый уровень.
SKILL_20151016_005342	Decreases the critical resistance of an enemy affected by [Slow] equal to 15% of your INT.
SKILL_20151016_005343	Two-handed Bow Mastery: Anti-Air
SKILL_20151016_005344	Deals 20% additional damage per attribute level to Flying-type monsters when equipped with a [Two-handed Bow].
